x,y
0.000000000000000000e+00,0.000000000000000000e+00
1.562500000000000000e-02,0.000000000000000000e+00
3.125000000000000000e-02,0.000000000000000000e+00
4.687500000000000000e-02,0.000000000000000000e+00
6.250000000000000000e-02,0.000000000000000000e+00
7.812500000000000000e-02,1.439582445956782584e-03
9.375000000000000000e-02,4.381369750016535398e-03
1.093750000000000000e-01,8.094743660633528515e-03
1.250000000000000000e-01,1.326098455469478139e-02
1.406250000000000000e-01,1.817404498427948809e-02
1.562500000000000000e-01,2.451191461800493465e-02
1.718750000000000000e-01,3.077451745449281267e-02
1.875000000000000000e-01,4.012596951050526745e-02
2.031250000000000000e-01,4.658321178809135543e-02
2.187500000000000000e-01,5.481982968431214909e-02
2.343750000000000000e-01,6.211949724080791102e-02
2.500000000000000000e-01,7.389774363297699211e-02
2.656250000000000000e-01,8.182755986152817629e-02
2.812500000000000000e-01,9.253148635460888005e-02
2.968750000000000000e-01,1.031583357572257165e-01
3.125000000000000000e-01,1.206905926211048335e-01
3.281250000000000000e-01,1.299763459682376499e-01
3.437500000000000000e-01,1.397556174970359666e-01
3.593750000000000000e-01,1.484669407729983515e-01
3.750000000000000000e-01,1.646052091556927388e-01
3.906250000000000000e-01,1.738265030880188911e-01
4.062500000000000000e-01,1.860463742690070255e-01
4.218750000000000000e-01,1.990261547167841150e-01
4.375000000000000000e-01,2.215377133277687816e-01
4.531250000000000000e-01,2.331623337100134363e-01
4.687500000000000000e-01,2.448694330725421919e-01
4.843750000000000000e-01,2.561128004162686045e-01
5.000000000000000000e-01,2.772323896369444096e-01
5.156250000000000000e-01,2.905095326994379668e-01
5.312500000000000000e-01,3.085676279236588271e-01
5.468750000000000000e-01,3.283122351733277489e-01
5.625000000000000000e-01,3.614459147039999487e-01
5.781250000000000000e-01,3.764275173436004707e-01
5.937500000000000000e-01,3.886291678397114646e-01
6.093750000000000000e-01,3.978822974989342232e-01
6.250000000000000000e-01,4.182225949413208577e-01
6.406250000000000000e-01,4.282401382506009213e-01
6.562500000000000000e-01,4.433760508393055355e-01
6.718750000000000000e-01,4.608259150559011474e-01
6.875000000000000000e-01,4.919293904504890569e-01
7.031250000000000000e-01,5.066803708640441606e-01
7.187500000000000000e-01,5.189341737305874780e-01
7.343750000000000000e-01,5.311226957978092411e-01
7.500000000000000000e-01,5.560263506968274871e-01
7.656250000000000000e-01,5.717568625841891183e-01
7.812500000000000000e-01,5.941609263966622922e-01
7.968750000000000000e-01,6.196381783796576226e-01
8.125000000000000000e-01,6.620677201919135113e-01
8.281250000000000000e-01,6.813107474290025500e-01
8.437500000000000000e-01,6.961476744528075633e-01
8.593750000000000000e-01,7.070763186569435366e-01
8.750000000000000000e-01,7.316325336086264564e-01
8.906250000000000000e-01,7.441758951449828352e-01
9.062500000000000000e-01,7.641289646131047553e-01
