x,y
0.000000000000000000e+00,0.000000000000000000e+00
1.562500000000000000e-02,0.000000000000000000e+00
3.125000000000000000e-02,0.000000000000000000e+00
4.687500000000000000e-02,0.000000000000000000e+00
6.250000000000000000e-02,0.000000000000000000e+00
7.812500000000000000e-02,-1.234262506910749888e-04
9.375000000000000000e-02,-3.756478433414212233e-04
1.093750000000000000e-01,-6.940233698621647591e-04
1.250000000000000000e-01,-1.136964130574962374e-03
1.406250000000000000e-01,-1.558197822292627967e-03
1.562500000000000000e-01,-2.101591143360557242e-03
1.718750000000000000e-01,-2.638531274747929218e-03
1.875000000000000000e-01,-3.440301724945271557e-03
2.031250000000000000e-01,-3.993929762272890871e-03
2.187500000000000000e-01,-4.700117079408364616e-03
2.343750000000000000e-01,-5.325972583773552066e-03
2.500000000000000000e-01,-6.335810398887305010e-03
2.656250000000000000e-01,-7.015693297229272374e-03
2.812500000000000000e-01,-7.933421572135923236e-03
2.968750000000000000e-01,-8.844541447282736057e-03
3.125000000000000000e-01,-1.034771393798593862e-02
3.281250000000000000e-01,-1.114385154281549023e-02
3.437500000000000000e-01,-1.198230218013716410e-02
3.593750000000000000e-01,-1.272918956649683395e-02
3.750000000000000000e-01,-1.411284492067033276e-02
3.906250000000000000e-01,-1.490345593415135124e-02
4.062500000000000000e-01,-1.595115757015933000e-02
4.218750000000000000e-01,-1.706401195370780763e-02
4.375000000000000000e-01,-1.899409750342395675e-02
4.531250000000000000e-01,-1.999076380309803766e-02
4.687500000000000000e-01,-2.099450164725078297e-02
4.843750000000000000e-01,-2.195848025109956372e-02
5.000000000000000000e-01,-2.376922177616113546e-02
5.156250000000000000e-01,-2.490757129736791836e-02
5.312500000000000000e-01,-2.645582787302145841e-02
5.468750000000000000e-01,-2.814868183288948833e-02
5.625000000000000000e-01,-3.098948184928066243e-02
5.781250000000000000e-01,-3.225185828125009396e-02
5.937500000000000000e-01,-3.325281745473974981e-02
6.093750000000000000e-01,-3.398912761420228024e-02
6.250000000000000000e-01,-3.565371093462507690e-02
6.406250000000000000e-01,-3.643713512987746539e-02
6.562500000000000000e-01,-3.763751332823782325e-02
6.718750000000000000e-01,-3.903743999089590022e-02
6.875000000000000000e-01,-4.156055476545399835e-02
7.031250000000000000e-01,-4.272609649078695782e-02
7.187500000000000000e-01,-4.365020853809545992e-02
7.343750000000000000e-01,-4.458311334832055356e-02
7.500000000000000000e-01,-4.653739984265672230e-02
7.656250000000000000e-01,-4.776430824309016443e-02
7.812500000000000000e-01,-4.952078547184471380e-02
7.968750000000000000e-01,-5.154193403739211476e-02
8.125000000000000000e-01,-5.491047620581597510e-02
8.281250000000000000e-01,-5.641771439590106269e-02
8.437500000000000000e-01,-5.753960491170509450e-02
8.593750000000000000e-01,-5.834281054843119818e-02
8.750000000000000000e-01,-6.020034674087948456e-02
