x,a,b,c,d,e
-1.649999976158142090e+00,8.169504394531250000e+02,7.711545562744140625e+01,2.577557945251464844e+01,1.220973396301269531e+01,7.068765163421630859e+00
-1.641729354858398438e+00,7.964169311523437500e+02,7.532035064697265625e+01,2.529526329040527344e+01,1.208491516113281250e+01,7.005716323852539062e+00
-1.633458614349365234e+00,7.761461181640625000e+02,7.354821777343750000e+01,2.482108688354492188e+01,1.196156978607177734e+01,6.942797183990478516e+00
-1.625187993049621582e+00,7.561384887695312500e+02,7.179908752441406250e+01,2.435306358337402344e+01,1.183969688415527344e+01,6.880013465881347656e+00
-1.616917252540588379e+00,7.363934936523437500e+02,7.007292175292968750e+01,2.389117813110351562e+01,1.171928882598876953e+01,6.817366600036621094e+00
-1.608646631240844727e+00,7.169118041992187500e+02,6.836976623535156250e+01,2.343544960021972656e+01,1.160034561157226562e+01,6.754861831665039062e+00
-1.600375890731811523e+00,6.976927490234375000e+02,6.668957519531250000e+01,2.298585700988769531e+01,1.148285865783691406e+01,6.692501068115234375e+00
-1.592105269432067871e+00,6.787368774414062500e+02,6.503239440917968750e+01,2.254241752624511719e+01,1.136682796478271484e+01,6.630289077758789062e+00
-1.583834528923034668e+00,6.600437011718750000e+02,6.339818191528320312e+01,2.210511779785156250e+01,1.125224399566650391e+01,6.568227767944335938e+00
-1.575563907623291016e+00,6.416137695312500000e+02,6.178697967529296875e+01,2.167396736145019531e+01,1.113910770416259766e+01,6.506321907043457031e+00
-1.567293167114257812e+00,6.234464721679687500e+02,6.019873809814453125e+01,2.124895477294921875e+01,1.102740859985351562e+01,6.444573879241943359e+00
-1.559022545814514160e+00,6.055424194335937500e+02,5.863351058959960938e+01,2.083009338378906250e+01,1.091714477539062500e+01,6.382988929748535156e+00
-1.550751805305480957e+00,5.879010620117187500e+02,5.709124755859375000e+01,2.041736984252929688e+01,1.080830860137939453e+01,6.321568489074707031e+00
-1.542481184005737305e+00,5.705228881835937500e+02,5.557199096679687500e+01,2.001079559326171875e+01,1.070089626312255859e+01,6.260318279266357422e+00
-1.534210562705993652e+00,5.534076538085937500e+02,5.407572555541992188e+01,1.961036491394042969e+01,1.059490108489990234e+01,6.199240207672119141e+00
-1.525939822196960449e+00,5.365551147460937500e+02,5.260242462158203125e+01,1.921606826782226562e+01,1.049031448364257812e+01,6.138337135314941406e+00
-1.517669200897216797e+00,5.199657592773437500e+02,5.115213394165039062e+01,1.882792091369628906e+01,1.038713359832763672e+01,6.077615261077880859e+00
-1.509398460388183594e+00,5.036391296386718750e+02,4.972480773925781250e+01,1.844590759277343750e+01,1.028534698486328125e+01,6.017075061798095703e+00
-1.501127839088439941e+00,4.875756835937500000e+02,4.832049179077148438e+01,1.807004165649414062e+01,1.018495082855224609e+01,5.956723213195800781e+00
-1.492857098579406738e+00,4.717749328613281250e+02,4.693914031982421875e+01,1.770030784606933594e+01,1.008593559265136719e+01,5.896559715270996094e+00
-1.484586477279663086e+00,4.562373657226562500e+02,4.558079910278320312e+01,1.733671951293945312e+01,9.988294601440429688e+00,5.836591720581054688e+00
-1.476315736770629883e+00,4.409624938964843750e+02,4.424542236328125000e+01,1.697926139831542969e+01,9.892017364501953125e+00,5.776819705963134766e+00
-1.468045115470886230e+00,4.259508056640625000e+02,4.293305587768554688e+01,1.662794876098632812e+01,9.797097206115722656e+00,5.717248916625976562e+00
-1.459774374961853027e+00,4.112018432617187500e+02,4.164365768432617188e+01,1.628276443481445312e+01,9.703522682189941406e+00,5.657881259918212891e+00
-1.451503753662109375e+00,3.967160339355468750e+02,4.037726211547851562e+01,1.594371986389160156e+01,9.611287117004394531e+00,5.598721981048583984e+00
-1.443233013153076172e+00,3.824930114746093750e+02,3.913383865356445312e+01,1.561080551147460938e+01,9.520376205444335938e+00,5.539772033691406250e+00
-1.434962391853332520e+00,3.685330810546875000e+02,3.791341781616210938e+01,1.528402709960937500e+01,9.430783271789550781e+00,5.481037616729736328e+00
-1.426691770553588867e+00,3.548361206054687500e+02,3.671598815917968750e+01,1.496338081359863281e+01,9.342494964599609375e+00,5.422520160675048828e+00
-1.418421030044555664e+00,3.414018859863281250e+02,3.554152679443359375e+01,1.464885807037353516e+01,9.255498886108398438e+00,5.364222526550292969e+00
-1.410150408744812012e+00,3.282307739257812500e+02,3.439006805419921875e+01,1.434046745300292969e+01,9.169785499572753906e+00,5.306149482727050781e+00
-1.401879668235778809e+00,3.153224792480468750e+02,3.326158142089843750e+01,1.403819847106933594e+01,9.085338592529296875e+00,5.248302459716796875e+00
-1.393609046936035156e+00,3.026772766113281250e+02,3.215610122680664062e+01,1.374205875396728516e+01,9.002148628234863281e+00,5.190686702728271484e+00
-1.385338306427001953e+00,2.902948608398437500e+02,3.107359123229980469e+01,1.345203590393066406e+01,8.920196533203125000e+00,5.133302211761474609e+00
-1.377067685127258301e+00,2.781755371093750000e+02,3.001408386230468750e+01,1.316813468933105469e+01,8.839472770690917969e+00,5.076155662536621094e+00
-1.368796944618225098e+00,2.663190002441406250e+02,2.897754478454589844e+01,1.289034652709960938e+01,8.759957313537597656e+00,5.019247055053710938e+00
-1.360526323318481445e+00,2.547255554199218750e+02,2.796401214599609375e+01,1.261867713928222656e+01,8.681638717651367188e+00,4.962581634521484375e+00
-1.352255582809448242e+00,2.433949279785156250e+02,2.697345352172851562e+01,1.235311412811279297e+01,8.604496002197265625e+00,4.906160354614257812e+00
-1.343984961509704590e+00,2.323273925781250000e+02,2.600589370727539062e+01,1.209366226196289062e+01,8.528513908386230469e+00,4.849987983703613281e+00
-1.335714221000671387e+00,2.215226440429687500e+02,2.506130790710449219e+01,1.184030914306640625e+01,8.453672409057617188e+00,4.794065952301025391e+00
-1.327443599700927734e+00,2.109810028076171875e+02,2.413972282409667969e+01,1.159305763244628906e+01,8.379955291748046875e+00,4.738398075103759766e+00
-1.319172978401184082e+00,2.007023010253906250e+02,2.324112510681152344e+01,1.135190200805664062e+01,8.307339668273925781e+00,4.682986259460449219e+00
-1.310902237892150879e+00,1.906864013671875000e+02,2.236550140380859375e+01,1.111683177947998047e+01,8.235803604125976562e+00,4.627833366394042969e+00
-1.302631616592407227e+00,1.809335784912109375e+02,2.151287841796875000e+01,1.088784980773925781e+01,8.165328979492187500e+00,4.572942256927490234e+00
-1.294360876083374023e+00,1.714435577392578125e+02,2.068322753906250000e+01,1.066493988037109375e+01,8.095890998840332031e+00,4.518314838409423828e+00
-1.286090254783630371e+00,1.622166290283203125e+02,1.987657546997070312e+01,1.044810390472412109e+01,8.027466773986816406e+00,4.463954925537109375e+00
-1.277819514274597168e+00,1.532525329589843750e+02,1.909290122985839844e+01,1.023732852935791016e+01,7.960029602050781250e+00,4.409863948822021484e+00
-1.269548892974853516e+00,1.445514831542968750e+02,1.833222198486328125e+01,1.003260993957519531e+01,7.893556118011474609e+00,4.356045722961425781e+00
-1.261278152465820312e+00,1.361132507324218750e+02,1.759451866149902344e+01,9.833932876586914062e+00,7.828018188476562500e+00,4.302500724792480469e+00
-1.253007531166076660e+00,1.279381103515625000e+02,1.687981033325195312e+01,9.641293525695800781e+00,7.763390541076660156e+00,4.249232769012451172e+00
-1.244736790657043457e+00,1.200257873535156250e+02,1.618807983398437500e+01,9.454673767089843750e+00,7.699641227722167969e+00,4.196243286132812500e+00
-1.236466169357299805e+00,1.123765182495117188e+02,1.551934146881103516e+01,9.274066925048828125e+00,7.636743545532226562e+00,4.143535614013671875e+00
-1.228195428848266602e+00,1.049900894165039062e+02,1.487357902526855469e+01,9.099451065063476562e+00,7.574664115905761719e+00,4.091110229492187500e+00
-1.219924807548522949e+00,9.786670684814453125e+01,1.425080776214599609e+01,8.930817604064941406e+00,7.513374328613281250e+00,4.038971424102783203e+00
-1.211654186248779297e+00,9.100627136230468750e+01,1.365102005004882812e+01,8.768144607543945312e+00,7.452838897705078125e+00,3.987121105194091797e+00
-1.203383445739746094e+00,8.440868377685546875e+01,1.307420349121093750e+01,8.611409187316894531e+00,7.393023967742919922e+00,3.935559749603271484e+00
-1.195112824440002441e+00,7.807412719726562500e+01,1.252037429809570312e+01,8.460592269897460938e+00,7.333895683288574219e+00,3.884290218353271484e+00
-1.186842083930969238e+00,7.200243377685546875e+01,1.198951530456542969e+01,8.315667152404785156e+00,7.275416851043701172e+00,3.833314895629882812e+00
-1.178571462631225586e+00,6.619376373291015625e+01,1.148163795471191406e+01,8.176605224609375000e+00,7.217552661895751953e+00,3.782634735107421875e+00
