-9.950248756218905699e-01,inf
-9.850746268656715987e-01,inf
-9.751243781094527385e-01,inf
-9.651741293532338783e-01,inf
-9.552238805970149071e-01,inf
-9.452736318407960470e-01,inf
-9.353233830845770758e-01,inf
-9.253731343283582156e-01,inf
-9.154228855721393554e-01,inf
-9.054726368159203842e-01,inf
-8.955223880597015240e-01,inf
-8.855721393034825528e-01,inf
-8.756218905472636926e-01,inf
-8.656716417910448325e-01,inf
-8.557213930348258613e-01,inf
-8.457711442786070011e-01,inf
-8.358208955223880299e-01,inf
-8.258706467661691697e-01,inf
-8.159203980099503095e-01,inf
-8.059701492537313383e-01,inf
-7.960199004975123671e-01,inf
-7.860696517412935069e-01,inf
-7.761194029850746468e-01,inf
-7.661691542288557866e-01,inf
-7.562189054726368154e-01,inf
-7.462686567164178442e-01,inf
-7.363184079601989840e-01,inf
-7.263681592039801238e-01,inf
-7.164179104477612636e-01,inf
-7.064676616915422924e-01,inf
-6.965174129353233212e-01,inf
-6.865671641791044610e-01,inf
-6.766169154228856009e-01,inf
-6.666666666666667407e-01,inf
-6.567164179104477695e-01,inf
-6.467661691542287983e-01,inf
-6.368159203980099381e-01,inf
-6.268656716417910779e-01,inf
-6.169154228855722177e-01,inf
-6.069651741293532465e-01,inf
-5.970149253731342753e-01,inf
-5.870646766169154152e-01,-0.000000000000000000e+00
-5.771144278606965550e-01,-0.000000000000000000e+00
-5.671641791044776948e-01,inf
-5.572139303482587236e-01,inf
-5.472636815920397524e-01,inf
-5.373134328358208922e-01,inf
-5.273631840796020320e-01,inf
-5.174129353233830608e-01,-0.000000000000000000e+00
-5.074626865671642006e-01,inf
-4.975124378109453405e-01,inf
-4.875621890547263693e-01,-0.000000000000000000e+00
-4.776119402985075091e-01,-0.000000000000000000e+00
-4.676616915422885379e-01,-0.000000000000000000e+00
-4.577114427860696777e-01,inf
-4.477611940298507065e-01,-6.931471805599452862e-01
-4.378109452736318463e-01,inf
-4.278606965174129861e-01,-0.000000000000000000e+00
-4.179104477611940149e-01,inf
-4.079601990049751548e-01,-6.931471805599452862e-01
-3.980099502487561836e-01,-1.098612288668109782e+00
-3.880597014925373234e-01,-6.931471805599452862e-01
-3.781094527363184632e-01,-1.609437912434100282e+00
-3.681592039800994920e-01,-6.931471805599452862e-01
-3.582089552238806318e-01,-0.000000000000000000e+00
-3.482587064676616606e-01,-1.945910149055313232e+00
-3.383084577114428004e-01,-1.791759469228054957e+00
-3.283582089552239403e-01,-2.302585092994045901e+00
-3.184079601990049690e-01,-2.302585092994045901e+00
-3.084577114427861089e-01,-2.639057329615258407e+00
-2.985074626865671377e-01,-3.044522437723423014e+00
-2.885572139303482775e-01,-3.332204510175203804e+00
-2.786069651741294173e-01,-3.713572066704307950e+00
-2.686567164179104461e-01,-3.663561646129646299e+00
-2.587064676616915859e-01,-3.988984046564274522e+00
-2.487562189054726425e-01,-4.418840607796598263e+00
-2.388059701492537545e-01,-4.718498871295094155e+00
-2.288557213930348389e-01,-4.955827057601260854e+00
-2.189054726368159232e-01,-5.393627546352361968e+00
-2.089552238805970352e-01,-5.690359454324060096e+00
-1.990049751243781195e-01,-6.023447592961033159e+00
-1.890547263681592316e-01,-6.426488457457690373e+00
-1.791044776119403159e-01,-6.689599269178966523e+00
-1.691542288557214002e-01,-7.096721378494760479e+00
-1.592039800995025123e-01,-7.510977752014095010e+00
-1.492537313432835966e-01,-7.878155336503324335e+00
-1.393034825870647087e-01,-8.326032685955079060e+00
-1.293532338308457930e-01,-8.729558869558568190e+00
-1.194029850746268773e-01,-9.149846991547219588e+00
-1.094527363184079893e-01,-9.571783927990017204e+00
-9.950248756218907364e-02,-1.002038130400762661e+01
-8.955223880597015795e-02,-1.048517230524677935e+01
-7.960199004975127002e-02,-1.096058316100130448e+01
-6.965174129353235433e-02,-1.147015365412631915e+01
-5.970149253731344557e-02,-1.200689583366806268e+01
-4.975124378109454376e-02,-1.259442889488763662e+01
-3.980099502487564195e-02,-1.318878761945211053e+01
-2.985074626865673666e-02,-1.379962200069234157e+01
-1.990049751243783138e-02,-1.448676789450591151e+01
-9.950248756218924365e-03,-1.546890296152416866e+01
0.000000000000000000e+00,-1.707051964239456510e+01
9.950248756218924365e-03,-1.546759063141010593e+01
1.990049751243783138e-02,-1.448738404974747240e+01
2.985074626865673666e-02,-1.379831861985154084e+01
3.980099502487564195e-02,-1.318767160224398971e+01
4.975124378109454376e-02,-1.259224619572395198e+01
5.970149253731344557e-02,-1.201039225553322964e+01
6.965174129353235433e-02,-1.146461718467610957e+01
7.960199004975127002e-02,-1.096315109106566332e+01
8.955223880597015795e-02,-1.047545531124435669e+01
9.950248756218907364e-02,-1.003469123815147235e+01
1.094527363184079893e-01,-9.573941275985648147e+00
1.194029850746268773e-01,-9.139166552521658105e+00
1.293532338308457930e-01,-8.726805608446095874e+00
1.393034825870647087e-01,-8.318498320504337684e+00
1.492537313432835966e-01,-7.897668150726905978e+00
1.592039800995025123e-01,-7.455298485683290899e+00
1.691542288557214002e-01,-7.104965448269842554e+00
1.791044776119403159e-01,-6.745236349484362570e+00
1.890547263681592316e-01,-6.375024819828096767e+00
1.990049751243781195e-01,-6.035481432524756329e+00
2.089552238805970352e-01,-5.703782474656200918e+00
2.189054726368159232e-01,-5.347107530717468471e+00
2.288557213930348389e-01,-5.176149732573828821e+00
2.388059701492537545e-01,-4.574710978503382819e+00
2.487562189054726425e-01,-4.317488113536310124e+00
2.587064676616915859e-01,-4.189654742026425183e+00
2.686567164179104461e-01,-3.912023005428145961e+00
2.786069651741294173e-01,-3.496507561466480229e+00
2.885572139303482775e-01,-3.218875824868200564e+00
2.985074626865671377e-01,-2.890371757896164517e+00
3.084577114427861089e-01,-2.772588722239781145e+00
3.184079601990049690e-01,-1.791759469228054957e+00
3.283582089552239403e-01,-1.945910149055313232e+00
3.383084577114428004e-01,-2.302585092994045901e+00
3.482587064676616606e-01,-1.945910149055313232e+00
3.582089552238806318e-01,-1.098612288668109782e+00
3.681592039800994920e-01,-1.609437912434100282e+00
3.781094527363184632e-01,inf
3.880597014925373234e-01,-1.098612288668109782e+00
3.980099502487561836e-01,-6.931471805599452862e-01
4.079601990049751548e-01,-6.931471805599452862e-01
4.179104477611940149e-01,-0.000000000000000000e+00
4.278606965174129861e-01,-6.931471805599452862e-01
4.378109452736318463e-01,-0.000000000000000000e+00
4.477611940298507065e-01,inf
4.577114427860696777e-01,-0.000000000000000000e+00
4.676616915422885379e-01,inf
4.776119402985075091e-01,inf
4.875621890547263693e-01,-0.000000000000000000e+00
4.975124378109453405e-01,-6.931471805599452862e-01
5.074626865671642006e-01,inf
5.174129353233830608e-01,inf
5.273631840796020320e-01,inf
5.373134328358208922e-01,inf
5.472636815920397524e-01,inf
5.572139303482587236e-01,inf
5.671641791044776948e-01,-0.000000000000000000e+00
5.771144278606965550e-01,inf
5.870646766169154152e-01,inf
5.970149253731342753e-01,-0.000000000000000000e+00
6.069651741293532465e-01,inf
6.169154228855722177e-01,inf
6.268656716417910779e-01,inf
6.368159203980099381e-01,inf
6.467661691542287983e-01,inf
6.567164179104477695e-01,inf
6.666666666666667407e-01,inf
6.766169154228856009e-01,inf
6.865671641791044610e-01,inf
6.965174129353233212e-01,inf
7.064676616915422924e-01,inf
7.164179104477612636e-01,inf
7.263681592039801238e-01,inf
7.363184079601989840e-01,inf
7.462686567164178442e-01,inf
7.562189054726368154e-01,inf
7.661691542288557866e-01,inf
7.761194029850746468e-01,inf
7.860696517412935069e-01,inf
7.960199004975123671e-01,inf
8.059701492537313383e-01,inf
8.159203980099503095e-01,inf
8.258706467661691697e-01,inf
8.358208955223880299e-01,inf
8.457711442786070011e-01,inf
8.557213930348258613e-01,inf
8.656716417910448325e-01,inf
8.756218905472636926e-01,inf
8.855721393034825528e-01,inf
8.955223880597015240e-01,inf
9.054726368159203842e-01,inf
9.154228855721393554e-01,inf
9.253731343283582156e-01,inf
9.353233830845770758e-01,inf
9.452736318407960470e-01,inf
9.552238805970149071e-01,inf
9.651741293532338783e-01,inf
9.751243781094527385e-01,inf
9.850746268656715987e-01,inf
9.950248756218905699e-01,inf
