x,a,b,c,d,e
-6.149882078170776367e-01,-6.149882078170776367e-01,-5.836328864097595215e-01,-5.788627266883850098e-01,-5.230253338813781738e-01,-3.004608750343322754e-01
-6.119055747985839844e-01,-6.119055747985839844e-01,-5.822781324386596680e-01,-5.773603320121765137e-01,-5.202555656433105469e-01,-2.986888885498046875e-01
-6.088229417800903320e-01,-6.088229417800903320e-01,-5.809230804443359375e-01,-5.758367776870727539e-01,-5.174509286880493164e-01,-2.969220578670501709e-01
-6.057402491569519043e-01,-6.057402491569519043e-01,-5.795677304267883301e-01,-5.742903947830200195e-01,-5.146110653877258301e-01,-2.951604127883911133e-01
-6.026576161384582520e-01,-6.026576161384582520e-01,-5.782119631767272949e-01,-5.727193355560302734e-01,-5.117357969284057617e-01,-2.934041321277618408e-01
-5.995749831199645996e-01,-5.995749831199645996e-01,-5.768557190895080566e-01,-5.711215138435363770e-01,-5.088249444961547852e-01,-2.916525304317474365e-01
-5.964923501014709473e-01,-5.964923501014709473e-01,-5.754987597465515137e-01,-5.694948434829711914e-01,-5.058783888816833496e-01,-2.899063527584075928e-01
-5.934096574783325195e-01,-5.934096574783325195e-01,-5.741408467292785645e-01,-5.678369998931884766e-01,-5.028960108757019043e-01,-2.881647050380706787e-01
-5.903270244598388672e-01,-5.903270244598388672e-01,-5.727818608283996582e-01,-5.661455988883972168e-01,-4.998778402805328369e-01,-2.864285111427307129e-01
-5.872443914413452148e-01,-5.872443914413452148e-01,-5.714213848114013672e-01,-5.644180774688720703e-01,-4.968238472938537598e-01,-2.846969664096832275e-01
-5.841617584228515625e-01,-5.841617584228515625e-01,-5.700590014457702637e-01,-5.626516342163085938e-01,-4.937340021133422852e-01,-2.829702496528625488e-01
-5.810790657997131348e-01,-5.810790657997131348e-01,-5.686940550804138184e-01,-5.608435273170471191e-01,-4.906084537506103516e-01,-2.812483012676239014e-01
-5.779964327812194824e-01,-5.779964327812194824e-01,-5.673258304595947266e-01,-5.589907169342041016e-01,-4.874475300312042236e-01,-2.795311808586120605e-01
-5.749137997627258301e-01,-5.749137997627258301e-01,-5.659533143043518066e-01,-5.570901036262512207e-01,-4.842512905597686768e-01,-2.778185606002807617e-01
-5.718311667442321777e-01,-5.718311667442321777e-01,-5.645751953125000000e-01,-5.551384687423706055e-01,-4.810200333595275879e-01,-2.761106491088867188e-01
-5.687484741210937500e-01,-5.687484741210937500e-01,-5.631897449493408203e-01,-5.531325340270996094e-01,-4.777541160583496094e-01,-2.744074165821075439e-01
-5.656658411026000977e-01,-5.656658411026000977e-01,-5.617948174476623535e-01,-5.510689616203308105e-01,-4.744541347026824951e-01,-2.727086544036865234e-01
-5.625832080841064453e-01,-5.625832080841064453e-01,-5.603874325752258301e-01,-5.489442944526672363e-01,-4.711203277111053467e-01,-2.710145413875579834e-01
-5.595005750656127930e-01,-5.595005750656127930e-01,-5.589636564254760742e-01,-5.467551946640014648e-01,-4.677534401416778564e-01,-2.693246603012084961e-01
-5.564178824424743652e-01,-5.564178824424743652e-01,-5.575184822082519531e-01,-5.444982647895812988e-01,-4.643538892269134521e-01,-2.676391005516052246e-01
-5.533352494239807129e-01,-5.533352494239807129e-01,-5.560454130172729492e-01,-5.421703457832336426e-01,-4.609225392341613770e-01,-2.659580409526824951e-01
-5.502526164054870605e-01,-5.502526164054870605e-01,-5.545358061790466309e-01,-5.397683382034301758e-01,-4.574600458145141602e-01,-2.642811238765716553e-01
-5.471699833869934082e-01,-5.471699833869934082e-01,-5.529783964157104492e-01,-5.372892618179321289e-01,-4.539673030376434326e-01,-2.626084685325622559e-01
-5.440872907638549805e-01,-5.440872907638549805e-01,-5.513586997985839844e-01,-5.347306132316589355e-01,-4.504449963569641113e-01,-2.609399855136871338e-01
-5.410046577453613281e-01,-5.410046577453613281e-01,-5.496581196784973145e-01,-5.320902466773986816e-01,-4.468944072723388672e-01,-2.592757046222686768e-01
-5.379220247268676758e-01,-5.379220247268676758e-01,-5.478527545928955078e-01,-5.293662548065185547e-01,-4.433163702487945557e-01,-2.576154470443725586e-01
-5.348393917083740234e-01,-5.348393917083740234e-01,-5.459126234054565430e-01,-5.265574455261230469e-01,-4.397119879722595215e-01,-2.559592127799987793e-01
-5.317566990852355957e-01,-5.317566990852355957e-01,-5.438004732131958008e-01,-5.236631035804748535e-01,-4.360822439193725586e-01,-2.543070912361145020e-01
-5.286740660667419434e-01,-5.286740660667419434e-01,-5.414714813232421875e-01,-5.206833481788635254e-01,-4.324286580085754395e-01,-2.526586651802062988e-01
-5.255914330482482910e-01,-5.255914330482482910e-01,-5.388731956481933594e-01,-5.176188349723815918e-01,-4.287523329257965088e-01,-2.510144114494323730e-01
-5.225088000297546387e-01,-5.225088000297546387e-01,-5.359473824501037598e-01,-5.144711136817932129e-01,-4.250546097755432129e-01,-2.493738234043121338e-01
-5.194261074066162109e-01,-5.194261074066162109e-01,-5.326340198516845703e-01,-5.112424492835998535e-01,-4.213367998600006104e-01,-2.477369904518127441e-01
-5.163434743881225586e-01,-5.163434743881225586e-01,-5.288788080215454102e-01,-5.079362988471984863e-01,-4.176004827022552490e-01,-2.461040318012237549e-01
-5.132608413696289062e-01,-5.132608413696289062e-01,-5.246432423591613770e-01,-5.045565366744995117e-01,-4.138469696044921875e-01,-2.444747686386108398e-01
-5.101782083511352539e-01,-5.101782083511352539e-01,-5.199182629585266113e-01,-5.011081099510192871e-01,-4.100778102874755859e-01,-2.428492903709411621e-01
-5.070955157279968262e-01,-5.070955157279968262e-01,-5.147367715835571289e-01,-4.975965917110443115e-01,-4.062944650650024414e-01,-2.412270903587341309e-01
-5.040128827095031738e-01,-5.040128827095031738e-01,-5.091817378997802734e-01,-4.940285086631774902e-01,-4.024988114833831787e-01,-2.396087050437927246e-01
-5.009302496910095215e-01,-5.009302496910095215e-01,-5.033835768699645996e-01,-4.904107749462127686e-01,-3.986921310424804688e-01,-2.379939258098602295e-01
-4.978475868701934814e-01,-4.978475868701934814e-01,-4.975055456161499023e-01,-4.867507815361022949e-01,-3.948761224746704102e-01,-2.363823354244232178e-01
-4.947649538516998291e-01,-4.947649538516998291e-01,-4.917190372943878174e-01,-4.830564260482788086e-01,-3.910524845123291016e-01,-2.347744703292846680e-01
-4.916822910308837891e-01,-4.916822910308837891e-01,-4.861758351325988770e-01,-4.793355166912078857e-01,-3.872229456901550293e-01,-2.331698834896087646e-01
-4.885996580123901367e-01,-4.885996580123901367e-01,-4.809872806072235107e-01,-4.755962193012237549e-01,-3.833889365196228027e-01,-2.315685749053955078e-01
