x,y
0.000000000000000000e+00,0.000000000000000000e+00
1.562500000000000000e-02,1.015249260029945227e-01
3.125000000000000000e-02,1.758463300718571820e-01
4.687500000000000000e-02,2.229642122065879639e-01
6.250000000000000000e-02,2.773712560748516909e-01
7.812500000000000000e-02,3.045747780089836376e-01
9.375000000000000000e-02,3.390674616766484739e-01
1.093750000000000000e-01,3.808493070778462553e-01
1.250000000000000000e-01,4.206780274790439811e-01
1.406250000000000000e-01,4.333032259461099267e-01
1.562500000000000000e-01,4.532175861467088729e-01
1.718750000000000000e-01,4.804211080808405976e-01
1.875000000000000000e-01,5.056715050149724888e-01
2.031250000000000000e-01,5.382110636826373806e-01
2.187500000000000000e-01,5.687974973503022724e-01
2.343750000000000000e-01,5.974308060179670532e-01
2.500000000000000000e-01,6.265874529520988334e-01
2.656250000000000000e-01,6.285405779520989444e-01
2.812500000000000000e-01,6.377828646856319450e-01
2.968750000000000000e-01,6.543143131526978351e-01
3.125000000000000000e-01,6.688926366197638362e-01
3.281250000000000000e-01,6.907601218203627269e-01
3.437500000000000000e-01,7.106744820209616176e-01
3.593750000000000000e-01,7.286357172215605082e-01
3.750000000000000000e-01,7.471202906886265094e-01
3.906250000000000000e-01,7.728940258892252890e-01
4.062500000000000000e-01,7.967146360898242907e-01
4.218750000000000000e-01,8.185821212904231814e-01
4.375000000000000000e-01,8.409729447574890715e-01
4.531250000000000000e-01,8.614106432245549616e-01
4.687500000000000000e-01,8.823716799580880732e-01
4.843750000000000000e-01,9.038560549580880732e-01
5.000000000000000000e-01,9.252002018922199644e-01
5.156250000000000000e-01,9.193408268922198534e-01
5.312500000000000000e-01,9.207706136257528540e-01
5.468750000000000000e-01,9.294895620928187441e-01
5.625000000000000000e-01,9.362553855598845232e-01
5.781250000000000000e-01,9.503103707604836359e-01
5.937500000000000000e-01,9.624122309610828596e-01
6.093750000000000000e-01,9.725609661616816393e-01
6.250000000000000000e-01,9.832330396287475294e-01
6.406250000000000000e-01,1.001194274829346309e+00
6.562500000000000000e-01,1.017202385029944978e+00
6.718750000000000000e-01,1.031257370230544090e+00
6.875000000000000000e-01,1.045835693697610091e+00
7.031250000000000000e-01,1.058460892164676093e+00
7.187500000000000000e-01,1.071609428898209204e+00
7.343750000000000000e-01,1.085281303898209204e+00
7.500000000000000000e-01,1.098812950832340984e+00
7.656250000000000000e-01,1.119633759500005654e+00
7.812500000000000000e-01,1.138501443167670324e+00
7.968750000000000000e-01,1.155416001835335216e+00
8.125000000000000000e-01,1.172853898769467218e+00
8.281250000000000000e-01,1.188338670703598998e+00
8.437500000000000000e-01,1.204346780904197889e+00
8.593750000000000000e-01,1.220878229371263668e+00
8.750000000000000000e-01,1.237269449772461449e+00
8.906250000000000000e-01,1.251707545173659453e+00
9.062500000000000000e-01,1.266668978841324567e+00
9.218750000000000000e-01,1.282153750775456347e+00
9.375000000000000000e-01,1.297498294643719907e+00
9.531250000000000000e-01,1.313366176778450800e+00
9.687500000000000000e-01,1.329093830847313473e+00
9.843750000000000000e-01,1.344681256850308149e+00
1.000000000000000000e+00,1.360306256850308149e+00
1.015625000000000000e+00,1.172881404844318798e+00
1.031250000000000000e+00,1.039863596706593674e+00
1.046875000000000000e+00,9.612528324371318877e-01
1.062500000000000000e+00,8.680637447006044338e-01
1.078125000000000000e+00,8.292817008323405403e-01
1.093750000000000000e+00,7.759213334970109788e-01
1.109375000000000000e+00,7.079826426946151940e-01
1.125000000000000000e+00,6.439502018922196314e-01
1.140625000000000000e+00,6.343248049580877401e-01
1.156250000000000000e+00,6.101210845568899588e-01
1.171875000000000000e+00,5.713390406886262873e-01
1.187500000000000000e+00,5.364632468203626159e-01
1.203125000000000000e+00,4.870091294850329433e-01
1.218750000000000000e+00,4.414612621497032707e-01
1.234375000000000000e+00,3.998196448143737092e-01
1.250000000000000000e+00,3.571313509461099822e-01
1.265625000000000000e+00,3.688501009461099267e-01
1.281250000000000000e+00,3.659905274790439811e-01
1.296875000000000000e+00,3.485526305449121454e-01
1.312500000000000000e+00,3.350209836107803096e-01
1.328125000000000000e+00,3.069110132095824728e-01
1.343750000000000000e+00,2.827072928083846914e-01
1.359375000000000000e+00,2.624098224071869656e-01
1.375000000000000000e+00,2.410656754730551299e-01
1.390625000000000000e+00,2.051432050718572930e-01
1.406250000000000000e+00,1.731269846706595117e-01
1.421875000000000000e+00,1.450170142694616748e-01
1.437500000000000000e+00,1.158603673353297836e-01
1.453125000000000000e+00,9.060997040119793400e-02
1.468750000000000000e+00,6.431289693413200226e-02
1.484375000000000000e+00,3.696914693413200226e-02
1.500000000000000000e+00,9.905853065868299584e-03
1.515625000000000000e+00,3.724960306586826142e-02
1.531250000000000000e+00,5.001502959880231580e-02
