x,y
0.000000000000000000e+00,0.000000000000000000e+00
1.562500000000000000e-02,-2.720352193413187389e-02
3.125000000000000000e-02,-4.711788213473077497e-02
4.687500000000000000e-02,-5.974308060179669977e-02
6.250000000000000000e-02,-7.432140406886263151e-02
7.812500000000000000e-02,-8.161056580239561820e-02
9.375000000000000000e-02,-9.085285253592857713e-02
1.093750000000000000e-01,-1.020482642694615361e-01
1.250000000000000000e-01,-1.127203377365274817e-01
1.406250000000000000e-01,-1.161032494700604267e-01
1.562500000000000000e-01,-1.214392862035934273e-01
1.718750000000000000e-01,-1.287284479371263723e-01
1.875000000000000000e-01,-1.354942714041923457e-01
2.031250000000000000e-01,-1.442132198712582358e-01
2.187500000000000000e-01,-1.524088300718571265e-01
2.343750000000000000e-01,-1.600811020059890177e-01
2.500000000000000000e-01,-1.678936020059890455e-01
2.656250000000000000e-01,-1.684169402724560449e-01
2.812500000000000000e-01,-1.708934035389230721e-01
2.968750000000000000e-01,-1.753229918053901271e-01
3.125000000000000000e-01,-1.792292418053901271e-01
3.281250000000000000e-01,-1.850886168053901271e-01
3.437500000000000000e-01,-1.904246535389230721e-01
3.593750000000000000e-01,-1.952373520059890177e-01
3.750000000000000000e-01,-2.001902785389230999e-01
3.906250000000000000e-01,-2.070963300718571265e-01
4.062500000000000000e-01,-2.134790433383241814e-01
4.218750000000000000e-01,-2.193384183383241814e-01
4.375000000000000000e-01,-2.253380214041923457e-01
4.531250000000000000e-01,-2.308142862035934550e-01
4.687500000000000000e-01,-2.364307790688627564e-01
4.843750000000000000e-01,-2.421875000000001665e-01
5.000000000000000000e-01,-2.479066469341320578e-01
5.156250000000000000e-01,-2.463366321347308929e-01
5.312500000000000000e-01,-2.467197423353297836e-01
5.468750000000000000e-01,-2.490559775359286743e-01
5.625000000000000000e-01,-2.508688744700605100e-01
5.781250000000000000e-01,-2.546348964041923457e-01
5.937500000000000000e-01,-2.578775800718571820e-01
6.093750000000000000e-01,-2.605969254730550189e-01
6.250000000000000000e-01,-2.634564989401209645e-01
6.406250000000000000e-01,-2.682691974071868546e-01
6.562500000000000000e-01,-2.725585576077858008e-01
6.718750000000000000e-01,-2.763245795419175810e-01
6.875000000000000000e-01,-2.802308295419176365e-01
7.031250000000000000e-01,-2.836137412754505815e-01
7.187500000000000000e-01,-2.871368810748517464e-01
7.343750000000000000e-01,-2.908002489401210200e-01
7.500000000000000000e-01,-2.944260428083846914e-01
7.656250000000000000e-01,-3.000049616766483629e-01
7.812500000000000000e-01,-3.050605422784450904e-01
7.968750000000000000e-01,-3.095927846137746520e-01
8.125000000000000000e-01,-3.142652550149724888e-01
8.281250000000000000e-01,-3.184143871497032152e-01
8.437500000000000000e-01,-3.227037473503021059e-01
8.593750000000000000e-01,-3.271333356167691608e-01
8.750000000000000000e-01,-3.315253498862306691e-01
8.906250000000000000e-01,-3.353940258892250670e-01
9.062500000000000000e-01,-3.394029299580877401e-01
9.218750000000000000e-01,-3.435520620928184665e-01
9.375000000000000000e-01,-3.476636202305436463e-01
9.531250000000000000e-01,-3.519154064341369903e-01
9.687500000000000000e-01,-3.561296186407248432e-01
9.843750000000000000e-01,-3.603062568503070384e-01
1.000000000000000000e+00,-3.644929629820433670e-01
1.015625000000000000e+00,-1.258010967065927854e-01
1.031250000000000000e+00,4.781165223352808191e-02
1.046875000000000000e+00,1.563452838383192767e-01
1.062500000000000000e+00,2.823168123772423765e-01
1.078125000000000000e+00,3.432092235808357206e-01
1.093750000000000000e+00,4.215395317185609558e-01
1.109375000000000000e+00,5.173077367904180823e-01
1.125000000000000000e+00,6.084034714610775385e-01
1.140625000000000000e+00,6.344200887964071001e-01
1.156250000000000000e+00,6.778746030658686639e-01
1.171875000000000000e+00,7.387670142694620079e-01
1.187500000000000000e+00,7.949869550718577926e-01
1.203125000000000000e+00,8.686447928083851355e-01
1.218750000000000000e+00,9.376301601437146971e-01
1.234375000000000000e+00,1.001943057077846699e+00
1.250000000000000000e+00,1.067507938682637825e+00
1.265625000000000000e+00,1.067993702952099389e+00
1.281250000000000000e+00,1.085917364155692733e+00
1.296875000000000000e+00,1.121278922293417857e+00
1.312500000000000000e+00,1.151968010029945422e+00
1.328125000000000000e+00,1.200094994700604545e+00
1.343750000000000000e+00,1.243549508970066109e+00
1.359375000000000000e+00,1.282331552838329891e+00
1.375000000000000000e+00,1.322365581377253241e+00
1.390625000000000000e+00,1.379837506850307705e+00
1.406250000000000000e+00,1.432636961922164831e+00
1.421875000000000000e+00,1.480763946592824176e+00
1.437500000000000000e+00,1.530142915934142644e+00
1.453125000000000000e+00,1.574849414874263553e+00
1.468750000000000000e+00,1.620807898485043586e+00
1.484375000000000000e+00,1.668018366766482963e+00
1.500000000000000000e+00,1.714893366766482963e+00
1.515625000000000000e+00,1.261432898485043141e+00
1.531250000000000000e+00,9.420369148742631094e-01
1.546875000000000000e+00,7.567054159341422004e-01
1.562500000000000000e+00,5.354514465928235101e-01
1.578125000000000000e+00,4.482619619221641649e-01
1.593750000000000000e+00,3.251500068503070384e-01
1.609375000000000000e+00,1.661155813772521306e-01
1.625000000000000000e+00,1.670655283832905846e-02
1.640625000000000000e+00,1.362008970065289870e-03
1.656250000000000000e+00,-4.990500529939626007e-02
1.671875000000000000e+00,-1.370944899700556052e-01
